source_id,category,evidence_class,title,author_or_org,published_or_snapshot_date,accessed_utc,url_or_path,topic_id,scope,key_claim,claimed_method,deck_archetype,compute_sample,evaluation,claimed_rank_score,reproducibility,comments_reviewed,confidence_tier,contradictions_limitations
F709554,kaggle_discussion,Forum report,Public Top-100 meta snapshot,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709554,709554,"Replay, supervision, and meta",Top-100 visible meta snapshot reported heavy Fighting/Psychic/Lightning concentration.,Meta analysis,multiple,top-100 snapshot,Visible public data,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,B,Date-specific and not hidden evaluation distribution.
F709498,kaggle_discussion,Forum report,Public matchup matrix,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709498,709498,"Replay, supervision, and meta",Public matchup matrix used to expose archetype holes.,Cross-play matrix,multiple,,Public episodes/local,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,B,"Useful screening, unstable rating estimate."
F712011,kaggle_discussion,Forum report,Japanese City League deck dataset,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712011,712011,"Replay, supervision, and meta",Full post and all available nested replies were reviewed in the archive synthesis for: Japanese City League deck dataset.,See archive synthesis,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,C,"Author, exact dates, compute, and rank were not retained in the compact synthesis; do not infer them."
F716207,kaggle_discussion,Forum report,Archaludon meta counter discoveries,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/716207,716207,"Replay, supervision, and meta",Full post and all available nested replies were reviewed in the archive synthesis for: Archaludon meta counter discoveries.,See archive synthesis,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,C,"Author, exact dates, compute, and rank were not retained in the compact synthesis; do not infer them."
F712481,kaggle_discussion,Forum report,Live meta dashboard and API,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712481,712481,"Replay, supervision, and meta",Full post and all available nested replies were reviewed in the archive synthesis for: Live meta dashboard and API.,See archive synthesis,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,C,"Author, exact dates, compute, and rank were not retained in the compact synthesis; do not infer them."
F710545,kaggle_discussion,Forum report,Replay interpretation question,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/710545,710545,"Replay, supervision, and meta",Full post and all available nested replies were reviewed in the archive synthesis for: Replay interpretation question.,See archive synthesis,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,C,"Author, exact dates, compute, and rank were not retained in the compact synthesis; do not infer them."
F717141,kaggle_discussion,Forum report (host/organizer clarification),Game engine source code,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/717141,717141,"Engine, rules, and runtime",Host clarification that derived/adapted/compiled engine code may be used subject to rules; redistribution remains restricted.,Rules/engine clarification,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,A,Competition rules/license scope controls.
F711737,kaggle_discussion,Forum report (host/organizer clarification),Engine source/reverse-engineering ruling,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/711737,711737,"Engine, rules, and runtime",Engine source/reverse-engineering ruling.,Rules clarification,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,A,Current rules prevail.
F708586,kaggle_discussion,Forum report (host/organizer clarification),Official rules vs simulator behavior,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/708586,708586,"Engine, rules, and runtime",Host clarification on simulator-vs-tabletop behavior and optional selection semantics.,Rules clarification,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,A,Historical engine details may have changed.
F716045,kaggle_discussion,Forum report (host/organizer clarification),Updated simulation environment,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/716045,716045,"Engine, rules, and runtime",Host environment update changed libraries/step limits and reported target match rate and random-opponent fraction at that time.,Runtime update,,"~48 matches/day target, ~10% random at that time",,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,A-,Mutable runtime; archived date-specific statement.
F708810,kaggle_discussion,Forum report,Inference environment,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/708810,708810,"Engine, rules, and runtime",Reports CPU-only inference around 1.6 vCPU/8 GB and cumulative game budget.,Runtime,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,A-,Forum/runtime report; current server not independently probed.
F726708,kaggle_discussion,Forum report,Per-game time limit,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/726708,726708,"Engine, rules, and runtime","Per-game cumulative time limit discussion reports 600 seconds, no per-move limit.",Runtime,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,A-,Official site says maximum 10 minutes/player; exact Kaggle enforcement should be packaged-tested.
F713603,kaggle_discussion,Forum report,Game timer,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/713603,713603,"Engine, rules, and runtime",Game timer clarification.,Runtime,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,A-,Date-specific.
F709704,kaggle_discussion,Forum report,CPU vs GPU runtime,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709704,709704,"Engine, rules, and runtime",CPU versus GPU runtime discussion.,Runtime,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,B,Participant/host mix; submission is CPU-oriented.
F717698,kaggle_discussion,Forum report,Environment speed,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/717698,717698,"Engine, rules, and runtime",Environment throughput discussion.,Systems,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,B,Machine and harness dependent.
F709152,kaggle_discussion,Forum report,libcg.so memory leak,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709152,709152,"Engine, rules, and runtime",Native library memory-leak report.,Reliability,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,B,Historical engine/version specific.
F715644,kaggle_discussion,Forum report,search_step error,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/715644,715644,"Engine, rules, and runtime",search_step error report.,Search/runtime,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,B,Must reproduce in current engine.
F714920,kaggle_discussion,Forum report,Deck search observation,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/714920,714920,"Engine, rules, and runtime",Full post and all available nested replies were reviewed in the archive synthesis for: Deck search observation.,See archive synthesis,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,C,"Author, exact dates, compute, and rank were not retained in the compact synthesis; do not infer them."
F716241,kaggle_discussion,Forum report,Rare Candy engine report,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/716241,716241,"Engine, rules, and runtime",Full post and all available nested replies were reviewed in the archive synthesis for: Rare Candy engine report.,See archive synthesis,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,C,"Author, exact dates, compute, and rank were not retained in the compact synthesis; do not infer them."
F712226,kaggle_discussion,Forum report,Mirage Barrage report,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712226,712226,"Engine, rules, and runtime",Full post and all available nested replies were reviewed in the archive synthesis for: Mirage Barrage report.,See archive synthesis,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,C,"Author, exact dates, compute, and rank were not retained in the compact synthesis; do not infer them."
F709895,kaggle_discussion,Forum report,First-player turn-one attack report,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709895,709895,"Engine, rules, and runtime",Full post and all available nested replies were reviewed in the archive synthesis for: First-player turn-one attack report.,See archive synthesis,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,C,"Author, exact dates, compute, and rank were not retained in the compact synthesis; do not infer them."
F712811,kaggle_discussion,Forum report,Unfair Stamp behavior,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712811,712811,"Engine, rules, and runtime",Full post and all available nested replies were reviewed in the archive synthesis for: Unfair Stamp behavior.,See archive synthesis,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,C,"Author, exact dates, compute, and rank were not retained in the compact synthesis; do not infer them."
F726485,kaggle_discussion,Forum report,Zero-damage attack report,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/726485,726485,"Engine, rules, and runtime",Full post and all available nested replies were reviewed in the archive synthesis for: Zero-damage attack report.,See archive synthesis,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,C,"Author, exact dates, compute, and rank were not retained in the compact synthesis; do not infer them."
F709390,kaggle_discussion,Forum report,Revenge KOs,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/709390,709390,"Engine, rules, and runtime",Full post and all available nested replies were reviewed in the archive synthesis for: Revenge KOs.,See archive synthesis,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,C,"Author, exact dates, compute, and rank were not retained in the compact synthesis; do not infer them."
F711741,kaggle_discussion,Forum report (host/organizer clarification),One agent with multiple decks,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/711741,711741,"Engine, rules, and runtime",Host states one consistent deck per submitted agent is intended despite technical possibility of switching.,Submission/deck contract,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,A,Official current docs prevail.
F714189,kaggle_discussion,Forum report (host/organizer clarification),Simulation competition format reminder,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/714189,714189,Submission and evaluation behavior,Host reminder on simulation competition active submissions/final evaluation.,Submission operations,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,A,Current official competition rules prevail.
F712621,kaggle_discussion,Forum report,Leaderboard scoring inconsistency,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712621,712621,Submission and evaluation behavior,Identical/near-identical submissions reportedly differed by 150-400+ points early.,Ladder variance,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,B,Early/provisional ratings and anecdotal sample.
F715251,kaggle_discussion,Forum report,Reproducible evaluation loop,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/715251,715251,Submission and evaluation behavior,Discussion recommends reproducible local evaluation and intervals; no deterministic ladder seed promised.,Evaluation,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,B,Local seeds unavailable through normal wrapper.
F712657,kaggle_discussion,Forum report,Battle simulation matching,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712657,712657,Submission and evaluation behavior,Reports submissions receiving few rounds then stopping.,Matchmaking,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,C,No definitive official explanation.
F726690,kaggle_discussion,Forum report,Episode-rate disparity,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/726690,726690,Submission and evaluation behavior,Episode-rate disparity report: ~14-24/hour for one group versus ~2.4/hour for others.,Matchmaking,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,C+,"Observation, not contract."
F724904,kaggle_discussion,Forum report,Matchmaking question,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/724904,724904,Submission and evaluation behavior,Participant reports about 10% random-opponent chance.,Matchmaking,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,B-,Mutable and should be combined with host update.
F714030,kaggle_discussion,Forum report,Infinite move report,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/714030,714030,Submission and evaluation behavior,Full post and all available nested replies were reviewed in the archive synthesis for: Infinite move report.,See archive synthesis,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,C,"Author, exact dates, compute, and rank were not retained in the compact synthesis; do not infer them."
F712893,kaggle_discussion,Forum report,Temporary game-rate decrease,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712893,712893,Submission and evaluation behavior,Full post and all available nested replies were reviewed in the archive synthesis for: Temporary game-rate decrease.,See archive synthesis,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,C,"Author, exact dates, compute, and rank were not retained in the compact synthesis; do not infer them."
F712476,kaggle_discussion,Forum report,Keeping an older agent active,Not retained in compact archive synthesis; host role noted where applicable,Read through 2026-07-16 snapshot,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/712476,712476,Submission and evaluation behavior,Operational implication of two active submissions: resubmit older build to reactivate; rating can differ.,Submission operations,,,,,Full original and every available nested reply read by archived research process; source text not duplicated in bundle,YES—all available comments/nested replies as of 2026-07-16,A-,Current rules prevail.
F728071,kaggle_discussion_current_triage,Forum report / unverified current snippet,RL beginner/data-volume discussion,Unknown,2026-07-21 to 2026-07-24 approximate,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/728071,728071,Mandatory live-update triage,"Imitation, 21k/100k-game claims, policy accuracy versus ladder, local tournaments, TPU/GPU and deck sensitivity.",,,,,,Not reproduced,NO—authenticated dynamic content unavailable; disclosed as audit limitation,D,Starter-set synopsis; live full body/comments inaccessible anonymously.
F724187,kaggle_discussion_current_triage,Forum report / unverified current snippet,PokéForge technical postmortem,Unknown,2026-07-21 to 2026-07-24 approximate,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/724187,724187,Mandatory live-update triage,"Copying mature policies, specialist/generalist failure, CRN, mirror transfer, packaging, offline/live mismatch.",,,,,,Not reproduced,NO—authenticated dynamic content unavailable; disclosed as audit limitation,D,Starter-set synopsis; not independently full-read in this audit environment.
F728301,kaggle_discussion_current_triage,Forum report / unverified current snippet,Local evaluation variance and matchup harness,Unknown,2026-07-21 to 2026-07-24 approximate,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/728301,728301,Mandatory live-update triage,Seeded-RNG engine modification and matchup variance.,,,,,,Not reproduced,NO—authenticated dynamic content unavailable; disclosed as audit limitation,D,Current topic identified; full comments require authenticated Kaggle access.
F727816,kaggle_discussion_current_triage,Forum report / unverified current snippet,Deck choice and evolving meta,Unknown,2026-07-21 to 2026-07-24 approximate,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/727816,727816,Mandatory live-update triage,"Archetype self-play, human-domain advice and pilot-versus-deck choice.",,,,,,Not reproduced,NO—authenticated dynamic content unavailable; disclosed as audit limitation,D,Current topic identified; full comments require authenticated Kaggle access.
F728168,kaggle_discussion_current_triage,Forum report / unverified current snippet,Rule-based score/rank discussion,Unknown,2026-07-21 to 2026-07-24 approximate,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/728168,728168,Mandatory live-update triage,Suggests strong rule policies may reach meaningful rank without expensive learning.,,,,,,Not reproduced,NO—authenticated dynamic content unavailable; disclosed as audit limitation,D,Current topic identified; full comments require authenticated Kaggle access.
F728587,kaggle_discussion_current_triage,Forum report / unverified current snippet,Late-July discussion surfaced by public search,Unknown,2026-07-21 to 2026-07-24 approximate,2026-07-24T09:43:04Z,https://www.kaggle.com/competitions/pokemon-tcg-ai-battle/discussion/728587,728587,Mandatory live-update triage,Potential current update; public search exposed only a competition shell/snippet.,,,,,,Not reproduced,NO—authenticated dynamic content unavailable; disclosed as audit limitation,D,Title/body/comments not reliably accessible.
R001,primary_research,Research-supported inference,Proximal Policy Optimization Algorithms,Schulman et al.,2017,2026-07-24T09:43:04Z,https://arxiv.org/abs/1707.06347,,Method/statistics transfer,Clipped surrogate updates; transferable to existing recurrent compound-action PPO.,PPO,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R002,primary_research,Research-supported inference,High-Dimensional Continuous Control Using Generalized Advantage Estimation,Schulman et al.,2015,2026-07-24T09:43:04Z,https://arxiv.org/abs/1506.02438,,Method/statistics transfer,Bias-variance control for advantage estimates; existing GAE stack supports it.,GAE,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R003,primary_research,Research-supported inference,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,Espeholt et al.,2018,2026-07-24T09:43:04Z,https://arxiv.org/abs/1802.01561,,Method/statistics transfer,V-trace corrects off-policy actor lag; unnecessary while project keeps zero lag.,IMPALA/V-trace,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R004,primary_research,Research-supported inference,Recurrent Experience Replay in Distributed Reinforcement Learning,Kapturowski et al.,2019,2026-07-24T09:43:04Z,https://openreview.net/forum?id=r1lyTjAqYX,,Method/statistics transfer,"Burn-in, recurrent replay and distributed actors; high systems cost under deadline.",R2D2,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R005,primary_research,Research-supported inference,Distributed Prioritized Experience Replay,Horgan et al.,2018,2026-07-24T09:43:04Z,https://arxiv.org/abs/1803.00933,,Method/statistics transfer,Ape-X separates actors/learner and prioritizes replay; more rearchitecture than current decision needs.,Ape-X,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R006,primary_research,Research-supported inference,Reverb: A Framework for Experience Replay,Cassirer et al.,2021,2026-07-24T09:43:04Z,https://arxiv.org/abs/2102.04736,,Method/statistics transfer,Reliable replay service concepts; useful only if asynchronous architecture is adopted.,Replay systems,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R007,primary_research,Research-supported inference,A Reduction of Imitation Learning and Structured Prediction to No-Regret Online Learning,Ross et al.,2011,2026-07-24T09:43:04Z,https://proceedings.mlr.press/v15/ross11a.html,,Method/statistics transfer,DAgger mitigates covariate shift by querying a teacher on learner states.,DAgger,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R008,primary_research,Research-supported inference,Deep Q-learning from Demonstrations,Hester et al.,2018,2026-07-24T09:43:04Z,https://arxiv.org/abs/1704.03732,,Method/statistics transfer,Demonstration margin and replay regularization; structured sequential actions make direct Q transfer expensive.,DQfD,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R009,primary_research,Research-supported inference,Learning Complex Dexterous Manipulation with Deep Reinforcement Learning and Demonstrations,Rajeswaran et al.,2018,2026-07-24T09:43:04Z,https://arxiv.org/abs/1709.10087,,Method/statistics transfer,DAPG combines BC initialization with decaying demonstration gradients.,DAPG,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R010,primary_research,Research-supported inference,Kickstarting Deep Reinforcement Learning,Schmitt et al.,2018,2026-07-24T09:43:04Z,https://arxiv.org/abs/1803.03835,,Method/statistics transfer,Teacher policy distillation during RL stabilizes and accelerates learning.,Kickstarting,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R011,primary_research,Research-supported inference,Policy Optimization from Demonstrations,Kang et al.,2018,2026-07-24T09:43:04Z,https://arxiv.org/abs/1805.07087,,Method/statistics transfer,Demonstration-guided policy optimization.,POfD,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R012,primary_research,Research-supported inference,Policy Distillation,Rusu et al.,2015,2026-07-24T09:43:04Z,https://arxiv.org/abs/1511.06295,,Method/statistics transfer,Supervised transfer from one or multiple teachers.,Policy distillation,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R013,primary_research,Research-supported inference,AWAC: Accelerating Online Reinforcement Learning with Offline Datasets,Nair et al.,2020,2026-07-24T09:43:04Z,https://arxiv.org/abs/2006.09359,,Method/statistics transfer,Advantage-weighted supervised policy updates bridge offline and online data.,AWAC,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R014,primary_research,Research-supported inference,Offline Reinforcement Learning with Implicit Q-Learning,Kostrikov et al.,2021,2026-07-24T09:43:04Z,https://arxiv.org/abs/2110.06169,,Method/statistics transfer,Avoids querying OOD actions; still requires reliable rewards/Q over structured actions.,IQL,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R015,primary_research,Research-supported inference,Conservative Q-Learning for Offline Reinforcement Learning,Kumar et al.,2020,2026-07-24T09:43:04Z,https://arxiv.org/abs/2006.04779,,Method/statistics transfer,Conservative value estimates reduce offline overestimation; action-sequence Q implementation is nontrivial.,CQL,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R016,primary_research,Research-supported inference,Decision Transformer: Reinforcement Learning via Sequence Modeling,Chen et al.,2021,2026-07-24T09:43:04Z,https://arxiv.org/abs/2106.01345,,Method/statistics transfer,Return-conditioned sequence modeling; data-hungry and awkward for small biased replay set.,Decision Transformer,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R017,primary_research,Research-supported inference,Neural Fictitious Self-Play,Heinrich & Silver,2016,2026-07-24T09:43:04Z,https://arxiv.org/abs/1603.01121,,Method/statistics transfer,Average policy plus best response for imperfect-information games.,NFSP,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R018,primary_research,Research-supported inference,A Unified Game-Theoretic Approach to Multiagent Reinforcement Learning,Lanctot et al.,2017,2026-07-24T09:43:04Z,https://arxiv.org/abs/1711.00832,,Method/statistics transfer,PSRO iteratively adds best responses and solves a meta-game.,PSRO,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R019,primary_research,Research-supported inference,Grandmaster level in StarCraft II using multi-agent reinforcement learning,Vinyals et al.,2019,2026-07-24T09:43:04Z,https://www.nature.com/articles/s41586-019-1724-z,,Method/statistics transfer,League populations/exploiters reduce cycling and expose weaknesses.,AlphaStar league,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
R020,primary_research,Research-supported inference,Mastering Chess and Shogi by Self-Play with a General Reinforcement Learning Algorithm,Silver et al.,2017,2026-07-24T09:43:04Z,https://arxiv.org/abs/1712.01815,,Method/statistics transfer,Policy/value guided MCTS; assumes huge search/training budget and easier state observability.,AlphaZero,,,,,Primary paper or publisher page,N/A,A,Transfer assumptions are evaluated in the report; paper results are not direct evidence of Pokémon strength.
